title,content,displaytitle,category,resourcetype,featureimage,,resourcepopupurl,filetitle,filetype,downloadablefile,externallink,audiopreview,previewonly,maindownload,note
西式下午茶,,西式下午茶,插圖庫|了解世界與認識資訊年代|世界文化,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西式下午茶.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西式下午茶.jpg,西式下午茶,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西式下午茶.jpg,,,,,
西式婚禮,,西式婚禮,插圖庫|了解世界與認識資訊年代|世界文化,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西式婚禮.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西式婚禮.jpg,西式婚禮,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西式婚禮.jpg,,,,,
西式婚禮2,,西式婚禮2,插圖庫|了解世界與認識資訊年代|世界文化,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西式婚禮2.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西式婚禮2.jpg,西式婚禮2,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西式婚禮2.jpg,,,,,
西式婚禮3,,西式婚禮3,插圖庫|了解世界與認識資訊年代|世界文化,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西式婚禮3.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西式婚禮3.jpg,西式婚禮3,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西式婚禮3.jpg,,,,,
西式帽子,,西式帽子,插圖庫|了解世界與認識資訊年代|世界文化,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西式帽子.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西式帽子.jpg,西式帽子,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西式帽子.jpg,,,,,
西式蝴蝶結,,西式蝴蝶結,插圖庫|了解世界與認識資訊年代|世界文化,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西式蝴蝶結.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西式蝴蝶結.jpg,西式蝴蝶結,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西式蝴蝶結.jpg,,,,,
西式鈕扣,,西式鈕扣,插圖庫|了解世界與認識資訊年代|世界文化,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西式鈕扣.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西式鈕扣.jpg,西式鈕扣,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西式鈕扣.jpg,,,,,
西式鐵板餐,,西式鐵板餐,插圖庫|了解世界與認識資訊年代|世界文化,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西式鐵板餐.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西式鐵板餐.jpg,西式鐵板餐,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西式鐵板餐.jpg,,,,,
西式飲食,,西式飲食,插圖庫|了解世界與認識資訊年代|世界文化,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西式飲食.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西式飲食.jpg,西式飲食,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西式飲食.jpg,,,,,
西式飲食2,,西式飲食2,插圖庫|了解世界與認識資訊年代|世界文化,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西式飲食2.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西式飲食2.jpg,西式飲食2,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西式飲食2.jpg,,,,,
西班牙奔牛節,,西班牙奔牛節,插圖庫|了解世界與認識資訊年代|世界文化,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西班牙奔牛節.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西班牙奔牛節.jpg,西班牙奔牛節,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西班牙奔牛節.jpg,,,,,
西班牙鬥牛,,西班牙鬥牛,插圖庫|了解世界與認識資訊年代|世界文化,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西班牙鬥牛.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西班牙鬥牛.jpg,西班牙鬥牛,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西班牙鬥牛.jpg,,,,,
西班牙鬥牛2,,西班牙鬥牛2,插圖庫|了解世界與認識資訊年代|世界文化,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西班牙鬥牛2.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西班牙鬥牛2.jpg,西班牙鬥牛2,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西班牙鬥牛2.jpg,,,,,
西裝,,西裝,插圖庫|了解世界與認識資訊年代|世界文化,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西裝.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西裝.jpg,西裝,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西裝.jpg,,,,,
越南傳統服飾,,越南傳統服飾,插圖庫|了解世界與認識資訊年代|世界文化,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/越南傳統服飾.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/越南傳統服飾.jpg,越南傳統服飾,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/越南傳統服飾.jpg,,,,,
長頸族女士,,長頸族女士,插圖庫|了解世界與認識資訊年代|世界文化,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/長頸族女士.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/長頸族女士.jpg,長頸族女士,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/長頸族女士.jpg,,,,,
非洲舞蹈,,非洲舞蹈,插圖庫|了解世界與認識資訊年代|世界文化,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/非洲舞蹈.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/非洲舞蹈.jpg,非洲舞蹈,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/非洲舞蹈.jpg,,,,,
非洲鼓,,非洲鼓,插圖庫|了解世界與認識資訊年代|世界文化,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/非洲鼓.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/非洲鼓.jpg,非洲鼓,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/非洲鼓.jpg,,,,,
非洲鼓表演,,非洲鼓表演,插圖庫|了解世界與認識資訊年代|世界文化,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/非洲鼓表演.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/非洲鼓表演.jpg,非洲鼓表演,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/非洲鼓表演.jpg,,,,,
韓國傳統服飾,,韓國傳統服飾,插圖庫|了解世界與認識資訊年代|世界文化,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/韓國傳統服飾.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/韓國傳統服飾.jpg,韓國傳統服飾,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/韓國傳統服飾.jpg,,,,,
韓國傳統服飾2,,韓國傳統服飾2,插圖庫|了解世界與認識資訊年代|世界文化,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/韓國傳統服飾2.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/韓國傳統服飾2.jpg,韓國傳統服飾2,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/韓國傳統服飾2.jpg,,,,,
韓國傳統服飾3,,韓國傳統服飾3,插圖庫|了解世界與認識資訊年代|世界文化,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/韓國傳統服飾3.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/韓國傳統服飾3.jpg,韓國傳統服飾3,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/韓國傳統服飾3.jpg,,,,,
領帶,,領帶,插圖庫|了解世界與認識資訊年代|世界文化,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/領帶.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/領帶.jpg,領帶,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/領帶.jpg,,,,,
伊朗-星期五清真寺,,伊朗-星期五清真寺,插圖庫|了解世界與認識資訊年代|世界景點,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/伊朗-星期五清真寺.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/伊朗-星期五清真寺.jpg,伊朗-星期五清真寺,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/伊朗-星期五清真寺.jpg,,,,,
加拿大-尼亞加拉大瀑布,,加拿大-尼亞加拉大瀑布,插圖庫|了解世界與認識資訊年代|世界景點,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/加拿大-尼亞加拉大瀑布.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/加拿大-尼亞加拉大瀑布.jpg,加拿大-尼亞加拉大瀑布,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/加拿大-尼亞加拉大瀑布.jpg,,,,,
印度-泰姬陵,,印度-泰姬陵,插圖庫|了解世界與認識資訊年代|世界景點,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/印度-泰姬陵.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/印度-泰姬陵.jpg,印度-泰姬陵,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/印度-泰姬陵.jpg,,,,,
埃及-金字塔,,埃及-金字塔,插圖庫|了解世界與認識資訊年代|世界景點,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/埃及-金字塔.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/埃及-金字塔.jpg,埃及-金字塔,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/埃及-金字塔.jpg,,,,,
希臘-巴特農神殿,,希臘-巴特農神殿,插圖庫|了解世界與認識資訊年代|世界景點,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/希臘-巴特農神殿.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/希臘-巴特農神殿.jpg,希臘-巴特農神殿,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/希臘-巴特農神殿.jpg,,,,,
德國-科隆大教堂,,德國-科隆大教堂,插圖庫|了解世界與認識資訊年代|世界景點,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/德國-科隆大教堂.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/德國-科隆大教堂.jpg,德國-科隆大教堂,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/德國-科隆大教堂.jpg,,,,,
意大利-比薩斜塔,,意大利-比薩斜塔,插圖庫|了解世界與認識資訊年代|世界景點,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/意大利-比薩斜塔.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/意大利-比薩斜塔.jpg,意大利-比薩斜塔,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/意大利-比薩斜塔.jpg,,,,,
意大利-羅馬競技場,,意大利-羅馬競技場,插圖庫|了解世界與認識資訊年代|世界景點,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/意大利-羅馬競技場.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/意大利-羅馬競技場.jpg,意大利-羅馬競技場,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/意大利-羅馬競技場.jpg,,,,,
新加坡-魚尾獅像,,新加坡-魚尾獅像,插圖庫|了解世界與認識資訊年代|世界景點,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/新加坡-魚尾獅像.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/新加坡-魚尾獅像.jpg,新加坡-魚尾獅像,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/新加坡-魚尾獅像.jpg,,,,,
旅遊,,旅遊,插圖庫|了解世界與認識資訊年代|世界景點,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/旅遊.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/旅遊.jpg,旅遊,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/旅遊.jpg,,,,,
日本-合掌造聚落,,日本-合掌造聚落,插圖庫|了解世界與認識資訊年代|世界景點,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/日本-合掌造聚落.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/日本-合掌造聚落.jpg,日本-合掌造聚落,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/日本-合掌造聚落.jpg,,,,,
日本-富士山,,日本-富士山,插圖庫|了解世界與認識資訊年代|世界景點,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/日本-富士山.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/日本-富士山.jpg,日本-富士山,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/日本-富士山.jpg,,,,,
日本-富士山2,,日本-富士山2,插圖庫|了解世界與認識資訊年代|世界景點,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/日本-富士山2.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/日本-富士山2.jpg,日本-富士山2,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/日本-富士山2.jpg,,,,,
日本-購物中心,,日本-購物中心,插圖庫|了解世界與認識資訊年代|世界景點,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/日本-購物中心.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/日本-購物中心.jpg,日本-購物中心,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/日本-購物中心.jpg,,,,,
極地-冰屋,,極地-冰屋,插圖庫|了解世界與認識資訊年代|世界景點,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/極地-冰屋.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/極地-冰屋.jpg,極地-冰屋,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/極地-冰屋.jpg,,,,,
法國-凱旋門,,法國-凱旋門,插圖庫|了解世界與認識資訊年代|世界景點,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/法國-凱旋門.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/法國-凱旋門.jpg,法國-凱旋門,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/法國-凱旋門.jpg,,,,,
法國-艾菲爾鐵塔,,法國-艾菲爾鐵塔,插圖庫|了解世界與認識資訊年代|世界景點,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/法國-艾菲爾鐵塔.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/法國-艾菲爾鐵塔.jpg,法國-艾菲爾鐵塔,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/法國-艾菲爾鐵塔.jpg,,,,,
法國-艾菲爾鐵塔2,,法國-艾菲爾鐵塔2,插圖庫|了解世界與認識資訊年代|世界景點,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/法國-艾菲爾鐵塔2.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/法國-艾菲爾鐵塔2.jpg,法國-艾菲爾鐵塔2,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/法國-艾菲爾鐵塔2.jpg,,,,,
法國-艾菲爾鐵塔3,,法國-艾菲爾鐵塔3,插圖庫|了解世界與認識資訊年代|世界景點,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/法國-艾菲爾鐵塔3.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/法國-艾菲爾鐵塔3.jpg,法國-艾菲爾鐵塔3,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/法國-艾菲爾鐵塔3.jpg,,,,,
澳洲-悉尼歌劇院,,澳洲-悉尼歌劇院,插圖庫|了解世界與認識資訊年代|世界景點,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/澳洲-悉尼歌劇院.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/澳洲-悉尼歌劇院.jpg,澳洲-悉尼歌劇院,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/澳洲-悉尼歌劇院.jpg,,,,,
澳洲-悉尼歌劇院2,,澳洲-悉尼歌劇院2,插圖庫|了解世界與認識資訊年代|世界景點,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/澳洲-悉尼歌劇院2.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/澳洲-悉尼歌劇院2.jpg,澳洲-悉尼歌劇院2,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/澳洲-悉尼歌劇院2.jpg,,,,,
澳洲-悉尼歌劇院3,,澳洲-悉尼歌劇院3,插圖庫|了解世界與認識資訊年代|世界景點,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/澳洲-悉尼歌劇院3.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/澳洲-悉尼歌劇院3.jpg,澳洲-悉尼歌劇院3,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/澳洲-悉尼歌劇院3.jpg,,,,,
美國-曼哈頓大橋,,美國-曼哈頓大橋,插圖庫|了解世界與認識資訊年代|世界景點,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/美國-曼哈頓大橋.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/美國-曼哈頓大橋.jpg,美國-曼哈頓大橋,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/美國-曼哈頓大橋.jpg,,,,,
美國-自由神像,,美國-自由神像,插圖庫|了解世界與認識資訊年代|世界景點,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/美國-自由神像.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/美國-自由神像.jpg,美國-自由神像,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/美國-自由神像.jpg,,,,,
美國-自由神像2,,美國-自由神像2,插圖庫|了解世界與認識資訊年代|世界景點,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/美國-自由神像2.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/美國-自由神像2.jpg,美國-自由神像2,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/美國-自由神像2.jpg,,,,,
英國-倫敦塔橋,,英國-倫敦塔橋,插圖庫|了解世界與認識資訊年代|世界景點,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/英國-倫敦塔橋.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/英國-倫敦塔橋.jpg,英國-倫敦塔橋,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/英國-倫敦塔橋.jpg,,,,,
菲律賓-天主教堂,,菲律賓-天主教堂,插圖庫|了解世界與認識資訊年代|世界景點,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/菲律賓-天主教堂.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/菲律賓-天主教堂.jpg,菲律賓-天主教堂,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/菲律賓-天主教堂.jpg,,,,,
西班牙-番茄節,,西班牙-番茄節,插圖庫|了解世界與認識資訊年代|世界景點,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西班牙-番茄節.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西班牙-番茄節.jpg,西班牙-番茄節,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/西班牙-番茄節.jpg,,,,,
哥倫布,,哥倫布,插圖庫|了解世界與認識資訊年代|外國名人,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/哥倫布.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/哥倫布.jpg,哥倫布,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/哥倫布.jpg,,,,,
哥倫布2,,哥倫布2,插圖庫|了解世界與認識資訊年代|外國名人,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/哥倫布2.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/哥倫布2.jpg,哥倫布2,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/哥倫布2.jpg,,,,,
哥倫布3,,哥倫布3,插圖庫|了解世界與認識資訊年代|外國名人,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/哥倫布3.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/哥倫布3.jpg,哥倫布3,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/哥倫布3.jpg,,,,,
居里夫人,,居里夫人,插圖庫|了解世界與認識資訊年代|外國名人,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/居里夫人.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/居里夫人.jpg,居里夫人,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/居里夫人.jpg,,,,,
居里夫人2,,居里夫人2,插圖庫|了解世界與認識資訊年代|外國名人,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/居里夫人2.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/居里夫人2.jpg,居里夫人2,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/居里夫人2.jpg,,,,,
愛迪生童年,,愛迪生童年,插圖庫|了解世界與認識資訊年代|外國名人,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/愛迪生童年.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/愛迪生童年.jpg,愛迪生童年,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/愛迪生童年.jpg,,,,,
米高安哲羅,,米高安哲羅,插圖庫|了解世界與認識資訊年代|外國名人,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/米高安哲羅.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/米高安哲羅.jpg,米高安哲羅,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/米高安哲羅.jpg,,,,,
萊特兄弟,,萊特兄弟,插圖庫|了解世界與認識資訊年代|外國名人,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/萊特兄弟.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/萊特兄弟.jpg,萊特兄弟,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/萊特兄弟.jpg,,,,,
萊特兄弟2,,萊特兄弟2,插圖庫|了解世界與認識資訊年代|外國名人,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/萊特兄弟2.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/萊特兄弟2.jpg,萊特兄弟2,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/萊特兄弟2.jpg,,,,,
貝多芬,,貝多芬,插圖庫|了解世界與認識資訊年代|外國名人,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/貝多芬.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/貝多芬.jpg,貝多芬,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/貝多芬.jpg,,,,,
馬丁路德金,,馬丁路德金,插圖庫|了解世界與認識資訊年代|外國名人,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/馬丁路德金.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/馬丁路德金.jpg,馬丁路德金,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/馬丁路德金.jpg,,,,,
麥哲倫航海,,麥哲倫航海,插圖庫|了解世界與認識資訊年代|外國名人,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/麥哲倫航海.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/麥哲倫航海.jpg,麥哲倫航海,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/麥哲倫航海.jpg,,,,,
上網觀看劇集,,上網觀看劇集,插圖庫|了解世界與認識資訊年代|知識產權,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/上網觀看劇集.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/上網觀看劇集.jpg,上網觀看劇集,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/上網觀看劇集.jpg,,,,,
在電影院中盜錄,,在電影院中盜錄,插圖庫|了解世界與認識資訊年代|知識產權,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/在電影院中盜錄.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/在電影院中盜錄.jpg,在電影院中盜錄,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/在電影院中盜錄.jpg,,,,,
尊重版權,,尊重版權,插圖庫|了解世界與認識資訊年代|知識產權,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/尊重版權.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/尊重版權.jpg,尊重版權,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/尊重版權.jpg,,,,,
抄襲作品,,抄襲作品,插圖庫|了解世界與認識資訊年代|知識產權,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/抄襲作品.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/抄襲作品.jpg,抄襲作品,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/抄襲作品.jpg,,,,,
抄襲網上文章,,抄襲網上文章,插圖庫|了解世界與認識資訊年代|知識產權,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/抄襲網上文章.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/抄襲網上文章.jpg,抄襲網上文章,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/抄襲網上文章.jpg,,,,,
複印書籍,,複印書籍,插圖庫|了解世界與認識資訊年代|知識產權,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/複印書籍.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/複印書籍.jpg,複印書籍,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/複印書籍.jpg,,,,,
複印書籍2,,複印書籍2,插圖庫|了解世界與認識資訊年代|知識產權,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/複印書籍2.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/複印書籍2.jpg,複印書籍2,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/複印書籍2.jpg,,,,,
複印書籍3,,複印書籍3,插圖庫|了解世界與認識資訊年代|知識產權,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/複印書籍3.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/複印書籍3.jpg,複印書籍3,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/複印書籍3.jpg,,,,,
複製光碟,,複製光碟,插圖庫|了解世界與認識資訊年代|知識產權,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/複製光碟.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/複製光碟.jpg,複製光碟,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/複製光碟.jpg,,,,,
販賣盜版光碟,,販賣盜版光碟,插圖庫|了解世界與認識資訊年代|知識產權,image-file,https://active-gs-pri.pearson.com.hk/wp-content/uploads/販賣盜版光碟.jpg,,https://active-gs-pri.pearson.com.hk/wp-content/uploads/販賣盜版光碟.jpg,販賣盜版光碟,image,https://active-gs-pri.pearson.com.hk/wp-content/uploads/販賣盜版光碟.jpg,,,,,
